Plasmid_9	Plasmid_9_contaminant	Plasmid_9_expression	Plasmid_9_mixture
0.9471497807523656	0.9473561785621399	9.619289884998e-5	0.9474523714609899
0.03415647357489038	0.030267000264519586	0.00011286386909357347	0.030379864133613158
0.002884837295176552	0.004302539642728434	0.00012086632102885848	0.004423405963757293
0.0006923609508423724	0.0005975192280043307	0.0001258330495849344	0.0007233522775892651
0	8.193509005204114e-5	0.00012928084781822574	0.00021121593787026686
0.00011539349180706209	1.1140334759355918e-5	0.0001317970000241159	0.00014293733478347185
0.00011539349180706209	1.5050280492849647e-6	0.00013367407332744264	0.00013517910137672762
0.00011539349180706209	2.0227289171840867e-7	0.00013508248865715545	0.00013528476154887388
0.00011539349180706209	2.706583381624233e-8	0.00013613159406752524	0.0001361586599013415
0.00046157396722824835	3.607767719443119e-9	0.00013689625638571	0.00013689986415342946
0.00023078698361412417	4.792602359426365e-10	0.0001374302170368663	0.00013743069629710216
0.00023078698361412417	6.346921550953177e-11	0.00013777348444848762	0.00013777354791770323
0	8.38166528712852e-12	0.0001379567223142303	0.00013795673069589561
0.00023078698361412417	1.1040031384953355e-12	0.00013800399820508636	0.00013800399930908943
0	1.4506615754632105e-13	0.00013793458093895998	0.00013793458108402612
0	1.9019083467340485e-14	0.0001377641584816357	0.00013776415850065478
0.00011539349180706209	2.488305835125891e-15	0.0001375056883202298	0.00013750568832271814
0.00011539349180706209	3.249110235121315e-16	0.00013717000665220346	0.0001371700066525284
0.00011539349180706209	4.2346887706411643e-17	0.00013676627460465293	0.00013676627460469526
0	5.509595764089166e-18	0.00013630231150166584	0.0001363023115016713
0.00023078698361412417	7.156484044768508e-19	0.0001357848480825616	0.00013578484808256241
0	9.281074733227227e-20	0.00013521972185973825	0.00013521972185973841
0	1.2018467095719827e-20	0.0001346120299128857	0.00013461202991288577
0.00023078698361412417	1.554114404039296e-21	0.00013396624987461363	0.00013396624987461363
0.00011539349180706209	2.0069121824798162e-22	0.0001332863368042322	0.00013328633680423222
0.00011539349180706209	2.5882809552447408e-23	0.000132575801546555	0.00013257580154655508
0	3.333929118070643e-24	0.000131837774705174	0.000131837774705174
