Plasmid_27	Plasmid_27_contaminant	Plasmid_27_expression	Plasmid_27_mixture
0.754363115394634	0.7518403075390052	0.0026610462521301677	0.7545013537911354
0.14404792914821568	0.13912560286798212	0.0028404150134052775	0.1419660178813874
0.036467830164105236	0.037808504782625894	0.002724639721797313	0.040533144504423205
0.014847616566814275	0.009936187772907818	0.0025584631434006537	0.012494650916308471
0.005079447772857515	0.0025425126337495427	0.0023982639699163233	0.0049407766036658664
0.002995571763480073	0.0006368280423918289	0.002253002372404051	0.0028898304147958807
0.0013024225058609013	0.00015673683851525632	0.0021216286301131418	0.0022783654686283983
0.0016931492576191716	3.8014243343714054e-5	0.0020018118006411355	0.002039826043984849
0.0013024225058609013	9.105111169152348e-6	0.0018915981547999589	0.001900703265969111
0.001953633758791352	2.1573278004424846e-6	0.0017895330746228594	0.0017916904024233022
0.0015629070070330815	5.063112347356869e-7	0.0016945348644281885	0.0016950411756629243
0.0018233915082052619	1.1783054048378398e-7	0.0016057762504152438	0.0016058940809557272
0.0015629070070330815	2.7215882515764876e-8	0.001522603723946737	0.0015226309398292525
0.0011721802552748112	6.243567523554357e-9	0.0014444857576887697	0.0014444920012562934
0.0015629070070330815	1.4235107040396989e-9	0.0013709793294806167	0.0013709807529913214
0.001953633758791352	3.2272916636384866e-10	0.001301707689931873	0.00130170801266104
0.0009116957541026309	7.278892182781447e-11	0.0012363451271676185	0.0012363451999565405
0.0014326647564469914	1.6338638806090186e-11	0.0011746062076186984	0.0011746062239573374
0.0016931492576191716	3.651256462572687e-12	0.0011162379682823844	0.001116237971933641
0.001041938004688721	8.126042237983869e-13	0.0010610141120852299	0.001061014112897834
0.001041938004688721	1.801545951942387e-13	0.0010087305986464276	0.001008730598826582
0.0014326647564469914	3.97967468698289e-14	0.0009592022300061585	0.0009592022300459555
0.0009116957541026309	8.76155555016295e-15	0.0009122599607006904	0.0009122599607094518
0.001041938004688721	1.9227919655678145e-15	0.0008677487451088707	0.0008677487451107935
0.0011721802552748112	4.2070594802205023e-16	0.000825525790096272	0.0008255257900966926
0.0014326647564469914	9.178907570226044e-17	0.0007854591181386871	0.0007854591181387786
0.00013024225058609013	1.9972563585623425e-17	0.0007474263716647177	0.0007474263716647375
0.001041938004688721	4.334770323611091e-18	0.000711313807257094	0.0007113138072570982
0.0011721802552748112	9.385166308215641e-19	0.0006770154410955961	0.0006770154410955972
0.0006512112529304506	2.027268571724856e-19	0.0006444323162332928	0.0006444323162332928
0.00026048450117218026	4.3693821136297764e-20	0.0006134718690445346	0.0006134718690445347
0.00013024225058609013	9.397465589611561e-21	0.0005840473771890958	0.0005840473771890954
0.00039072675175827037	2.0170790105499844e-21	0.0005560774751950405	0.0005560774751950407
0.0005209690023443605	4.321089040236884e-22	0.0005294857266152956	0.0005294857266152956
0.0007814535035165407	9.239656795681232e-23	0.0005042002439000304	0.0005042002439000303
0.0007814535035165407	1.9721624590737113e-23	0.0004801533488200395	0.00048015334882003973
0.00013024225058609013	4.202266543607387e-24	0.00045728126759876273	0.0004572812675987628
0.0006512112529304506	8.939361845915303e-25	0.0004355238559523048	0.0004355238559523048
0.00026048450117218026	1.898618394557499e-25	0.0004148243500639788	0.00041482435006397867
0.00026048450117218026	4.0262594306047766e-26	0.000395129140181674	0.0003951291401816741
0.0007814535035165407	8.525540904497429e-27	0.00037638756405963255	0.0003763875640596326
0.00026048450117218026	1.8026861856419654e-27	0.00035855171789890127	0.0003585517178989013
0.00039072675175827037	3.8064223990858574e-28	0.0003415762827940849	0.00034157628279408476
0.00026048450117218026	8.026607424349725e-29	0.0003254183649844039	0.0003254183649844041
0.00013024225058609013	1.6903776565921582e-29	0.00031003734844711745	0.0003100373484471173
0.00039072675175827037	3.5554097797463044e-30	0.0002953947585709562	0.0002953947585709561
0.00013024225058609013	7.469067788592016e-31	0.0002814541358140809	0.00028145413581408084
0.00026048450117218026	1.5672192080764836e-31	0.000268180918391308	0.0002681809183913081
0.00013024225058609013	3.284692413441076e-32	0.0002555423331538217	0.0002555423331538216
0.00013024225058609013	6.876628656163597e-33	0.00024350729392513885	0.0002435072939251389
0.00039072675175827037	1.4380896242035322e-33	0.0002320463066428872	0.00023204630664288732
0.00039072675175827037	3.004269077196122e-34	0.00022113138072942467	0.0002211313807294246
0.00026048450117218026	6.269697474522818e-35	0.00021073594617759025	0.00021073594617759028
0	1.3071368619608464e-35	0.00020083477589253473	0.00020083477589253481
0	2.7225356307177696e-36	0.00019140391287801272	0.0001914039128780128
0.00013024225058609013	5.665196044306187e-37	0.00018242060189685284	0.0001824206018968528
0	1.177756591739106e-37	0.0001738632252714716	0.0001738632252714716
0	2.4462751840993124e-38	0.00016571124252202988	0.0001657112425220298
