Plasmid_15	Plasmid_15_contaminant	Plasmid_15_expression	Plasmid_15_mixture
0.9004154165705054	0.8629920983848841	0.03746744939519728	0.9004595477800813
0.03404108008308331	0.021422770395646225	0.012497177840030316	0.03391994823567654
0.006923609508423725	0.0002658976207797773	0.007683736635644846	0.007949634256424623
0.006000461573967228	2.200199240670728e-6	0.005713690276753557	0.005715890475994229
0.004731133164089545	1.3654343778401207e-8	0.004579205285226323	0.004579218939570102
0.0038079852296330485	6.779062571148873e-11	0.003824821355191526	0.003824821422982152
0.0036925917378259868	2.80470511126805e-13	0.003280225137769081	0.0032802251380495517
0.0023078698361412415	9.946218136815737e-16	0.0028653353615622893	0.002865335361563284
0.0017309023771059312	3.08629053279852e-18	0.002537010593199858	0.002537010593199861
0.002654050311562428	8.512617333491895e-21	0.002269742860929412	0.002269742860929412
0.0019616893607200554	2.113157779111704e-23	0.002047384414402631	0.0020473844144026313
0.0018462958689129934	4.768788412948534e-26	0.0018591627583705059	0.0018591627583705063
0.002654050311562428	9.86496664986962e-29	0.001697586109602531	0.001697586109602531
0.001500115393491807	1.8837405338970698e-31	0.0015572649297340916	0.0015572649297340914
0.001269328409877683	3.3401183939139902e-34	0.0014342115720946645	0.0014342115720946647
0.0013847219016847449	5.527635736256886e-37	0.0013254048865344998	0.0013254048865345
0.0011539349180706207	8.576068615678932e-40	0.0012285091213280986	0.0012285091213280986
0.0019616893607200554	1.2522993049744896e-42	0.0011416865096408556	0.0011416865096408556
0.0011539349180706207	1.727048159749778e-45	0.00106346880373199	0.0010634688037319897
0.001500115393491807	2.2564185488937125e-48	0.0009926670618389966	0.000992667061838997
0.0008077544426494346	2.8006476872670475e-51	0.0009283069364081584	0.0009283069364081585
0.0019616893607200554	3.31060981657979e-54	0.0008695813718349976	0.0008695813718349978
0.0009231479344564967	3.735546367894951e-57	0.0008158154412026843	0.0008158154412026842
0.0008077544426494346	4.031764061816938e-60	0.0007664398085674835	0.0007664398085674834
0.0008077544426494346	4.1701596470470433e-63	0.0007209704254197277	0.0007209704254197277
0.0003461804754211862	4.1407736084292615e-66	0.0006789928028598679	0.000678992802859868
0.00046157396722824835	3.9534563900388466e-69	0.0006401496895943858	0.0006401496895943857
0.0006923609508423724	3.6348124104972805e-72	0.0006041313176153777	0.000604131317615378
0.00023078698361412417	3.222498951491002e-75	0.0005706676065389588	0.0005706676065389588
0.00046157396722824835	2.758440373432406e-78	0.00053952187826376	0.0005395218782637602
0.0006923609508423724	2.2825019634485735e-81	0.0005104857479192672	0.0005104857479192673
0.0005769674590353104	1.8277562590958592e-84	0.00048337493946279706	0.0004833749394627971
0.0003461804754211862	1.4178722910346153e-87	0.00045802583439148893	0.000458025834391489
0.0005769674590353104	1.0665764477162344e-90	0.00043429260638426953	0.00043429260638426953
0.0009231479344564967	7.787209991156657e-94	0.0004120448277549504	0.0004120448277549504
0.00046157396722824835	5.52309680886325e-97	0.0003911654584941177	0.00039116545849411774
0.0003461804754211862	3.8084562300629314e-100	0.00037154914759520054	0.0003715491475952004
0.00011539349180706209	2.555147987878779e-103	0.00035310079085873036	0.0003531007908587304
0.0003461804754211862	1.6691727102310367e-106	0.00033573430057061453	0.0003357343005706145
0.00046157396722824835	1.0624426160219502e-109	0.0003193715511708292	0.0003193715511708291
0	6.593474107174582e-113	0.00030394147186670165	0.00030394147186670165
0.00046157396722824835	3.9920802421158334e-116	0.0002893792625427621	0.0002893792625427621
0.00023078698361412417	2.3594935018441522e-119	0.00027562571360762746	0.00027562571360762746
0	1.3621318373120193e-122	0.00026262661384621823	0.00026262661384621823
0.00046157396722824835	7.684847987797227e-126	0.00025033223310136	0.00025033223310135997
0	4.239274915369326e-129	0.00023869686883639383	0.00023869686883639377
0.00011539349180706209	2.2877183909217017e-132	0.00022767844744045175	0.00022767844744045178
0.00011539349180706209	1.2082965052840805e-135	0.00021723817261612075	0.00021723817261612077
